"id","code","name","ar_name","county_code"
"536","1547","Draa-ben-khedda","ذراع بن خدة","1547"
"537","1548","Ouacif","واسيف","1548"
"538","1549","Idjeur","إيجــار","1534"
"539","1550","Mekla","مقــلع","1550"
"540","1551","Tizi n'tleta","تيزي نثلاثة","1536"
"541","1552","Beni-yenni","بني يني","1552"
"542","1553","Aghribs","أغريب","1537"
"543","1554","Iflissen","إفليـــسن","1538"
"544","1555","Boudjima","بوجيمة","1509"
"545","1556","Ait yahia moussa","أيت يحي موسى","1510"
"546","1557","Souk-el-tenine","سوق الإثنين","1529"
"547","1558","Ait khellili","أيت خليلي","1550"
"548","1559","Sidi namane","سيدي نعمان","1547"
"549","1560","Iboudrarene","إبودرارن","1552"
"550","1561","Agouni-gueghrane","أقني قغران","1536"
"551","1562","Mizrana","ميزرانـــة","1538"
"552","1563","Imsouhal","إمســوحال","1517"
"553","1564","Tadmait","تادمايت","1547"
"554","1565","Ait bouaddou","أيت بــوادو","1536"
"555","1566","Assi-youcef","أسي يوسف","1540"
"556","1567","Ait-toudert","أيت تودرت","1548"
"557","1601","Alger centre","الجزائر الوسطى","1602"
"558","1602","Sidi m'hamed","سيدي امحمد","1602"
"559","1603","El madania","المدنية","1602"
"560","1604","Mohamed belouzdad","محمد بلوزداد","1617"
"561","1605","Bab el oued","باب الوادي","1605"
"562","1606","Bologhine ibnou ziri","بولوغين بن زيري","1605"
"563","1607","Casbah","القصبة","1605"
"564","1608","Oued koriche","وادي قريش","1605"
"565","1609","Bir mourad rais","بئر مراد رايس","1609"
"566","1610","El biar","الابيار","1611"
"567","1611","Bouzareah","بوزريعة","1611"
"568","1612","Birkhadem","بئر خادم","1609"
"569","1613","El harrach","الحراش","1613"
"570","1614","Baraki","براقي","1614"
"571","1615","Oued smar","وادي السمار","1613"
"572","1616","Bourouba","بوروبة","1613"
"573","1617","Hussein dey","حسين داي","1617"
"574","1618","Kouba","القبة","1617"
"575","1619","Bachedjerah","باش جراح","1613"
"576","1620","Dar el beida","الدار البيضاء","1620"
"577","1621","Bab ezzouar","باب الزوار","1620"
"578","1622","Ben aknoun","ابن عكنون","1611"
"579","1623","Dely ibrahim","دالي ابراهيم","1652"
"580","1624","Hammamet","الحمامات","1652"
"581","1625","Rais hamidou","الرايس حميدو","1605"
"582","1626","Djasr kasentina","جسر قسنطينة","1609"
"583","1627","El mouradia","المرادية","1602"
"584","1628","Hydra","حيدرة","1609"
"585","1629","Mohammadia","المحمدية","1620"
"586","1630","Bordj el kiffan","برج الكيفان","1620"
"587","1631","El magharia","المغارية","1617"
"588","1632","Beni messous","بني مسوس","1611"
"589","1633","Les eucalyptus","الكاليتوس","1614"
"590","1634","Tessala el merdja","تسالة المرجة","1636"
"591","1635","Ouled chebel","اولاد شبل","1636"
"592","1636","Bir touta","بئر توتة","1636"
"593","1637","Sidi moussa","سيدي موسى","1614"
"594","1638","Rouiba","الرويبة","1638"
"595","1639","Herraoua","هراوة","1638"
"596","1640","Reghaia","رغاية","1638"
"597","1641","Ain taya","عين طاية","1620"
"598","1642","Bordj el bahri","برج البحري","1620"
"599","1643","El marsa","المرسى","1620"
"600","1644","Zeralda","زرالدة","1644"
"601","1645","Sehaoula","السحاولة","1609"
"602","1646","Maalma","المعالمة","1644"
"603","1647","Baba hassen","بابا حسن","1649"
"604","1648","Douira","الدويرة","1649"
"605","1649","Draria","الدرارية","1649"
"606","1650","Rahmania","الرحمانية","1644"
"607","1651","Ouled fayet","اولاد فايت","1652"
"608","1652","Cheraga","الشراقة","1652"
"609","1653","Staoueli","سطاوالي","1644"
"610","1654","El achour","العاشور","1649"
"611","1655","Souidania","سويدانية","1644"
"612","1656","Khraissia","الخرايسية","1649"
"613","1657","Ain benian","عين بنيان","1652"
"614","1701","Djelfa","الجلفة","1701"
"615","1702","Moudjebara","مجبارة","1730"
"616","1703","El guedid","القديد","1726"
"617","1704","Hassi bahbah","حاسي بحبح","1704"
"618","1705","Ain maabed","عين معبد","1704"
"619","1706","Sed rahal","سد الرحال","1717"
"620","1707","Faidh el botma","فيض البطمة","1707"
"621","1708","Birine","بيرين","1708"
"622","1709","Bouira lahdab","بويرة الأحداب","1720"
"623","1710","Zaccar","زكار","1730"
"624","1711","El khemis","الخميس","1719"
"625","1712","Sidi baizid","سيدي بايزيد","1725"
"626","1713","M'liliha","مليليحة","1725"
"627","1714","El idrissia","الادريسية","1714"
"628","1715","Douis","دويس","1714"
"629","1716","Hassi el euch","حاسي العش","1704"
"630","1717","Messaad","مسعد","1717"
"631","1718","Guettara","قطارة","1717"
"632","1719","Sidi laadjel","سيدي لعجال","1719"
"633","1720","Had sahary","حد الصحاري","1720"
"634","1721","Guernini","قرنيني","1731"
"635","1722","Selmana","سلمانة","1717"
"636","1723","Ain chouhada","عين الشهداء","1714"
"637","1724","Oum laadham","أم العظام","1707"
"638","1725","Dar chioukh","دار الشيوخ","1725"
"639","1726","Charef","الشارف","1726"
"640","1727","Benyagoub","بن يعقوب","1726"
"641","1728","Zaafrane","زعفران","1704"
"642","1729","Deldoul","دلدول","1717"
"643","1730","Ain el ibel","عين الإبل","1730"
"644","1731","Ain oussera","عين وسارة","1731"
"645","1732","Benhar","بنهار","1708"
"646","1733","Hassi fedoul","حاسي فدول","1719"
"647","1734","Amourah","عمورة","1707"
"648","1735","Ain fekka","عين فقه","1720"
"649","1736","Taadmit","تعظميت","1730"
"650","1801","Jijel","جيجل","1801"
"651","1802","Erraguene souissi","أراقن سويسي","1804"
"652","1803","El aouana","العوانة","1803"
"653","1804","Ziama mansouriah","زيامة منصورية","1804"
"654","1805","Taher","الطاهير","1805"
"655","1806","Emir abdelkader","الامير عبد القادر","1805"
"656","1807","Chekfa","الشقفة","1807"
"657","1808","Chahna","الشحنة","1805"
"658","1809","El milia","الميلية","1809"
"659","1810","Sidi marouf","سيدي معروف","1810"
"660","1811","Settara","السطارة","1811"
"661","1812","El ancer","العنصر","1812"
"662","1813","Sidi abdelaziz","سيدي عبد العزيز","1807"
"663","1814","Kaous","قاوس","1824"
"664","1815","Ghebala","غبالة","1811"
"665","1816","Bouraoui belhadef","بوراوي بلهادف","1812"
"666","1817","Djimla","جيملة","1817"
"667","1818","Selma benziada","سلمى بن زيادة","1803"
"668","1819","Boussif ouled askeur","بوسيف أولاد عسكر","1805"
"669","1820","El kennar nouchfi","القنار نشفي","1807"
"670","1821","Ouled yahia khadrouch","أولاد يحيى خدروش","1809"
"671","1822","Boudria beniyadjis","بودريعة بني  ياجيس","1817"
"672","1823","Khiri oued adjoul","خيري واد عجول","1812"
"673","1824","Texenna","تاكسنة","1824"
"674","1825","Djemaa beni habibi","الجمعة بني حبيبي","1812"
"675","1826","Bordj t'har","برج الطهر","1807"
"676","1827","Ouled rabah","أولاد رابح","1810"
"677","1828","Oudjana","وجانة","1805"
"678","1901","Setif","سطيف","1901"
"679","1902","Ain el kebira","عين الكبيرة","1902"
"680","1903","Beni-aziz","بني عزيز","1903"
"681","1904","Ouled si ahmed","أولاد سي أحمد","1928"
"682","1905","Boutaleb","بوطالب","1939"
"683","1906","Ain-roua","عين الروى","1943"
"684","1907","Draa-kebila","ذراع قبيلة","1950"
"685","1908","Bir-el-arch","بئر العرش","1908"
"686","1909","Beni chebana","بني شبانة","1922"
"687","1910","Ouled tebben","أولاد تبان","1939"
"688","1911","Hamma","الحامة","1939"
"689","1912","Maaouia","معاوية","1903"
"690","1913","Ain-legradj","عين لقراج","1922"
"691","1914","Ain abessa","عين عباسة","1926"
"692","1915","Dehamcha","الدهامشة","1902"
"693","1916","Babor","بابور","1916"
"694","1917","Guidjel","قجال","1917"
"695","1918","Ain lahdjar","عين الحجر","1940"
"696","1919","Bousselam","بوسلام","1930"
"697","1920","El eulma","العلمة","1920"
"698","1921","Djemila","جميلة","1921"
"699","1922","Beni ourtilane","بني ورتيلان","1922"
"700","1923","Rosfa","الرصفة","1939"
"701","1924","Ouled addouane","أولاد عدوان","1902"
"702","1925","Bellaa","بلاعة","1908"
"703","1926","Ain arnat","عين أرنات","1926"
"704","1927","Amoucha","عموشة","1927"
"705","1928","Ain oulmene","عين ولمان","1928"
"706","1929","Beidha bordj","بيضاء برج","1940"
"707","1930","Bouandas","بوعنداس","1930"
"708","1931","Bazer-sakra","بازر سكرة","1920"
"709","1932","Hamam soukhna","حمام السخنة","1932"
"710","1933","Mezloug","مزلوق","1926"
"711","1934","Bir haddada","بئر حدادة","1940"
"712","1935","Serdj-el-ghoul","سرج الغول","1916"
"713","1936","Harbil","حربيل","1941"
"714","1937","El ouricia","أوريسيا","1926"
"715","1938","Tizi n'bechar","تيزي نبشار","1927"
"716","1939","Salah bey","صالح باي","1939"
"717","1940","Ain azel","عين أزال","1940"
"718","1941","Guenzet","قنزات","1941"
"719","1942","Tala-ifacene","تالة إيفاسن","1955"
"720","1943","Bougaa","بوقاعة","1943"
"721","1944","Beni fouda","بني فودة","1921"
"722","1945","Tachouda","تاشودة","1908"
"723","1946","Beni-mouhli","بني موحلي","1922"
"724","1947","Ouled sabor","أولاد صابر","1917"
"725","1948","Guellal","قلال","1928"
"726","1949","Ain-sebt","عين السبت","1903"
"727","1950","Hammam guergour","حمام قرقور","1950"
"728","1951","Ait naoual mezada","أيت نوال مزادة","1930"
"729","1952","Kasr el abtal","قصر الابطال","1928"
"730","1953","Beni oussine","بني وسين","1943"
"731","1954","Ait-tizi","ايت تيزي","1930"
"732","1955","Maouaklane","ماوكلان","1955"
"733","1956","Guelta zerka","قلتة زرقاء","1920"
"734","1957","Oued el bared","واد البارد","1927"
"735","1958","Taya","الطاية","1932"
"736","1959","El-ouldja","الولجة","1908"
"737","1960","Tella","التلة","1932"
"738","2001","Saida","سعيدة","2001"
"739","2002","Doui thabet","دوي ثابت","2006"
"740","2003","Ain el hadjar","عين الحجر","2003"
"741","2004","Ouled khaled","أولاد خالد","2009"
"742","2005","Moulay larbi","مولاي العربي","2003"
"743","2006","Youb","يوب","2006"
"744","2007","Hounet","هونت","2009"
"745","2008","Sidi amar","سيدي عمر","2009"
"746","2009","Sidi boubekeur","سيدي بوبكر","2009"
"747","2010","El hassasna","الحساسنة","2010"
"748","2011","Maamora","المعمورة","2010"
"749","2012","Sidi ahmed","سيدي احمد","2003"
"750","2013","Ain sekhouna","عين السخونة","2010"
"751","2014","Ouled brahim","أولاد إبراهيم","2014"
"752","2015","Tircine","تيرسين","2014"
"753","2016","Ain soltane","عين السلطان","2014"
"754","2101","Skikda","سكيكدة","2101"
"755","2102","Ain zouit","عين زويت","2103"
"756","2103","El hadaiek","الحدائق","2103"
"757","2104","Azzaba","عزابة","2104"
"758","2105","Djendel saadi mohamed","جندل سعدي محمد","2104"
"759","2106","Ain charchar","عين شرشار","2104"
"760","2107","Bekkouche lakhdar","بكوش لخضر","2108"
"761","2108","Ben azzouz","بن عزوز","2108"
"762","2109","Es sebt","السبت","2104"
"763","2110","Collo","القل","2110"
"764","2111","Beni zid","بني زيد","2110"
"765","2112","Kerkara","الكركرة","2126"
"766","2113","Ouled attia","أولاد عطية","2113"
"767","2114","Oued zhour","وادي الزهور","2113"
"768","2115","Zitouna","الزيتونة","2115"
"769","2116","El arrouch","الحروش","2116"
"770","2117","Zerdezas","زردازة","2116"
"771","2118","Ouled habbaba","أولاد حبابة","2116"
"772","2119","Sidi mezghiche","سيدي مزغيش","2119"
"773","2120","Emjez edchich","مجاز الدشيش","2116"
"774","2121","Beni oulbane","بني ولبان","2119"
"775","2122","Ain bouziane","عين بوزيان","2119"
"776","2123","Ramdane djamel","رمضان جمال","2123"
"777","2124","Beni bechir","بني بشير","2123"
"778","2125","Salah bouchaour","صالح بو الشعور","2116"
"779","2126","Tamalous","تمالوس","2126"
"780","2127","Ain kechra","عين قشرة","2127"
"781","2128","Oum toub","أم الطوب","2128"
"782","2129","Bin el ouiden","بين الويدان","2126"
"783","2130","Filfila","فلفلة","2101"
"784","2131","Cheraia","الشرايع","2110"
"785","2132","Kanoua","قنواع","2115"
"786","2133","El ghedir","الغدير","2104"
"787","2134","Bouchetata","بوشطاطة","2103"
"788","2135","Ouldja boulbalout","الولجة بولبلوط","2127"
"789","2136","Khenag maoune","خناق مايو","2113"
"790","2137","Hammadi krouma","حمادي كرومة","2101"
"791","2138","El marsa","المرسى","2108"
"792","2201","Sidi bel-abbes","سيدي بلعباس","2201"
"793","2202","Tessala","تسالة","2202"
"794","2203","Sidi brahim","سيدي ابراهيم","2228"
"795","2204","Mostefa  ben brahim","مصطفى بن ابراهيم","2204"
"796","2205","Telagh","تلاغ","2205"
"797","2206","Mezaourou","مزاورو","2205"
"798","2207","Boukhanefis","بوخنفيس","2246"
"799","2208","Sidi ali boussidi","سيدي علي بوسيدي","2208"
"800","2209","Bedrabine el mokrani","بضرابين المقراني","2245"
"801","2210","Marhoum","مرحوم","2210"
"802","2211","Tefessour","تفسور","2222"
"803","2212","Amarnas","العمارنة","2214"
"804","2213","Tilmouni","تلموني","2204"
"805","2214","Sidi lahcene","سيدي لحسن","2214"
"806","2215","Ain thrid","عين الثريد","2202"
"807","2216","Makedra","مكدرة","2228"
"808","2217","Tenira","تنيرة","2217"
"809","2218","Moulay slissen","مولاي سليسن","2218"
"810","2219","El hacaiba","الحصيبة","2218"
"811","2220","Hassi zahana","حاسي زهانة","2245"
"812","2221","Tabia","طابية","2246"
"813","2222","Merine","مرين","2222"
"814","2223","Ras el ma","راس الماء","2223"
"815","2224","Ain tindamine","عين تندمين","2218"
"816","2225","Ain kada","عين قادة","2208"
"817","2226","M'cid","مسيد","2229"
"818","2227","Sidi khaled","سيدي خالد","2214"
"819","2228","Ain el berd","عين البرد","2228"
"820","2229","Sfisef","سفيزف","2229"
"821","2230","Ain- adden","عين أدن","2229"
"822","2231","Oued taourira","وادي تاوريرة","2222"
"823","2232","Dhaya","الضاية","2205"
"824","2233","Zerouala","زروالة","2204"
"825","2234","Lamtar","لمطار","2208"
"826","2235","Sidi chaib","سيدي شعيب","2210"
"827","2236","Sidi dahou zairs","سيدي دحو الزاير","2208"
"828","2237","Oued sebaa","وادي السبع","2223"
"829","2238","Boudjebaa el bordj","بوجبهة البرج","2229"
"830","2239","Sehala thaoura","السهالة الثورة","2202"
"831","2240","Sidi yacoub","سيدي يعقوب","2214"
"832","2241","Sidi hamadouche","سيدي حمادوش","2228"
"833","2242","Belarbi","بلعربي","2204"
"834","2243","Oued sefioun","وادي سفيون","2217"
"835","2244","Teghalimet","تغاليمت","2205"
"836","2245","Ben badis","بن باديس","2245"
"837","2246","Sidi ali benyoub","سيدي علي بن يوب","2246"
"838","2247","Chetouane belaila","شيطوان البلايلة","2245"
"839","2248","Bir el hammam","بئر الحمام","2210"
"840","2249","Taoudmout","تاودموت","2222"
"841","2250","Redjem demouche","رجم دموش","2223"
"842","2251","Benachiba chelia","بن عشيبة شلية","2217"
"843","2252","Hassi dahou","حاسي دحو","2217"
"844","2301","Annaba","عنابة","2301"
"845","2302","Berrahal","برحال","2302"
"846","2303","El hadjar","الحجار","2303"
"847","2304","El eulma","العلمة","2309"
"848","2305","El bouni","البوني","2305"
"849","2306","Oued el aneb","واد العنب","2302"
"850","2307","Cheurfa","الشرفة","2309"
"851","2308","Seraidi","سرايدي","2301"
"852","2309","Ain el berda","عين الباردة","2309"
"853","2310","Chetaibi","شطايبي","2310"
"854","2311","Sidi amar","سيدي عمار","2303"
"855","2312","Treat","التريعات","2302"
"856","2401","Guelma","قالمة","2401"
"857","2402","Nechmaya","نشماية","2418"
"858","2403","Bouati mahmoud","بوعاتي محمود","2426"
"859","2404","Oued zenati","وادي الزناتي","2404"
"860","2405","Tamlouka","تاملوكة","2413"
"861","2406","Oued ferragha","وادي فراغة","2425"
"862","2407","Ain sandel","عين صندل","2415"
"863","2408","Ras el agba","رأس العقبة","2427"
"864","2409","Dahouara","الدهوارة","2422"
"865","2410","Belkheir","بلخير","2418"
"866","2411","Bendjarah","بن جراح","2401"
"867","2412","Bou hamdane","بوحمدان","2419"
"868","2413","Ain makhlouf","عين مخلوف","2413"
"869","2414","Ain ben beida","عين بن بيضاء","2425"
"870","2415","Khezaras","لخزارة","2415"
"871","2416","Beni mezline","بني مزلين","2418"
"872","2417","Bou hachana","بوحشانة","2415"
"873","2418","Guelaat bou sbaa","قلعة بوصبع","2418"
"874","2419","Hammam debagh","حمام دباغ","2419"
"875","2420","El fedjoudj","الفجوج","2426"
"876","2421","Bordj sabath","برج صباط","2404"
"877","2422","Hammam n'bail","حمام النبايل","2422"
"878","2423","Ain larbi","عين العربي","2413"
"879","2424","Medjez amar","مجاز عمار","2427"
"880","2425","Bouchegouf","بوشقوف","2425"
"881","2426","Heliopolis","هيليوبوليس","2426"
"882","2427","Houari boumedienne","هواري بومدين","2427"
"883","2428","Roknia","الركنية","2419"
"884","2429","Sellaoua announa","سلاوة عنونة","2427"
"885","2430","Medjez sfa","مجاز الصفاء","2425"
"886","2431","Boumahra ahmed","بومهرة أحمد","2418"
"887","2432","Ain regada","عين رقادة","2404"
"888","2433","Oued cheham","وادي الشحم","2422"
"889","2434","Djeballah khemissi","جبالة الخميسي","2418"
"890","2501","Constantine","قسنطينة","2501"
"891","2502","Hamma bouziane","حامة بوزيان","2502"
"892","2503","Ben badis","أبن باديس الهرية","2507"
"893","2504","Zighoud youcef","زيغود يوسف","2504"
"894","2505","Didouche mourad","ديدوش مراد","2502"
"895","2506","El khroub","الخروب","2506"
"896","2507","Ain abid","عين عبيد","2507"
"897","2508","Beni hamidane","بني حميدان","2504"
"898","2509","Ouled rahmoun","أولاد رحمون","2506"
"899","2510","Ain smara","عين السمارة","2506"
"900","2511","Messaoud boudjeriou","بوجريو مسعود","2512"
"901","2512","Ibn ziad","ابن زياد","2512"
"902","2601","Medea","المدية","2601"
"903","2602","Ouzera","وزرة","2602"
"904","2603","Ouled emaaraf","أولاد امعرف","2604"
"905","2604","Ain boucif","عين بوسيف","2604"
"906","2605","Aissaouia","العيساوية","2652"
"907","2606","Ouled deid","أولاد دايد","2647"
"908","2607","El omaria","العمارية","2607"
"909","2608","Derrag","دراق","2632"
"910","2609","El guelbelkebir","القلب الكبير","2609"
"911","2610","Bouaiche","بوعيش","2638"
"912","2611","Mezerana","مزغنة","2652"
"913","2612","Ouled brahim","أولاد إبراهيم","2607"
"914","2613","Tizi mahdi","تيزي مهدي","2602"
"915","2614","Sidi ziane","سيدي زيان","2633"
"916","2615","Tamesguida","تمسقيدة","2601"
"917","2616","El hamdania","الحمدانية","2602"
"918","2617","Kef lakhdar","الكاف الاخضر","2604"
"919","2618","Chelalet el adhaoura","شلالة العذاورة","2618"
"920","2619","Bouskene","بوسكن","2646"
"921","2620","Rebaia","الربعية","2647"
"922","2621","Bouchrahil","بوشراحيل","2626"
"923","2622","Ouled hellal","أولاد هلال","2658"
"924","2623","Tafraout","تفراوت","2618"
"925","2624","Baata","بعطة","2607"
"926","2625","Boghar","بوغار","2658"
"927","2626","Sidi naamane","سيدي نعمان","2626"
"928","2627","Ouled bouachra","أولاد بوعشرة","2644"
"929","2628","Sidi zahar","سيدي زهار","2633"
"930","2629","Oued harbil","وادي حربيل","2643"
"931","2630","Ben chicao","بن شكاو","2602"
"932","2631","Sidi demed","سيدي دامد","2604"
"933","2632","Aziz","عزيز","2632"
"934","2633","Souagui","السواقي","2633"
"935","2634","Zoubiria","الزبيرية","2648"
"936","2635","Ksar el boukhari","قصر البخاري","2635"
"937","2636","El azizia","العزيزية","2636"
"938","2637","Djouab","جواب","2633"
"939","2638","Chabounia","الشهبونية","2638"
"940","2639","Maghraoua","مغراوة","2636"
"941","2640","Cheniguel","شنيقل","2618"
"942","2641","Ain ouksir","عين اقصير","2618"
"943","2642","Oum el djellil","أم الجليل","2632"
"944","2643","Ouamri","عوامري","2643"
"945","2644","Si mahdjoub","سي المحجوب","2644"
"946","2645","Tletat ed douair","ثلاث دوائر","2648"
"947","2646","Beni slimane","بني سليمان","2646"
"948","2647","Berrouaghia","البرواقية","2647"
"949","2648","Seghouane","سغوان","2648"
"950","2649","M'fatha","مفاتحة","2635"
"951","2650","Mihoub","ميهوب","2636"
"952","2651","Boughzoul","بوغزول","2638"
"953","2652","Tablat","تابلاط","2652"
"954","2653","El haoudane","الحوضان","2652"
"955","2654","Draa esmar","ذراع السمار","2601"
"956","2655","Sidi rabie","سيدي الربيع","2646"
"957","2656","Bir ben laabed","بئر بن عابد","2609"
"958","2657","El ouinet","العوينات","2604"
"959","2658","Ouled antar","أولاد عنتر","2658"
"960","2659","Bouaichoune","بوعيشون","2644"
"961","2660","Hannacha","حناشة","2643"
"962","2661","Sedraya","سدراية","2609"
"963","2662","Medjebar","مجبر","2648"
"964","2663","Khams djouamaa","خمس جوامع","2626"
"965","2664","Saneg","السانق","2635"
"966","2701","Mostaganem","مستغانم","2701"
"967","2702","Sayada","صيادة","2711"
"968","2703","Fornaka","فرناقة","2705"
"969","2704","Stidia","ستيدية","2706"
"970","2705","Ain-nouissy","عين نويسي","2705"
"971","2706","Hassi mameche","حاسي ماماش","2706"
"972","2707","Ain-tedles","عين تادلس","2707"
"973","2708","Sour","سور","2707"
"974","2709","Oued el kheir","وادي الخير","2707"
"975","2710","Sidi belaattar","سيدي بلعطار","2707"
"976","2711","Kheir-eddine","خير الدين","2711"
"977","2712","Sidi ali","سيدي علي","2712"
"978","2713","Benabdelmalek ramdane","بن عبد المالك رمضان","2716"
"979","2714","Hadjadj","حجاج","2716"
"980","2715","Nekmaria","نكمارية","2717"
"981","2716","Sidi-lakhdar","سيدي لخضر","2716"
"982","2717","Achaacha","عشعاشة","2717"
"983","2718","Khadra","خضرة","2717"
"984","2719","Bouguirat","بوقيراط","2719"
"985","2720","Sirat","سيرات","2719"
"986","2721","Ain-sidi cherif","عين سيدي الشريف","2722"
"987","2722","Mesra","ماسرة","2722"
"988","2723","Mansourah","منصورة","2722"
"989","2724","Souaflia","السوافلية","2719"
"990","2725","Ouled boughalem","أولاد بوغالم","2717"
"991","2726","Ouled-maalah","أولاد مع الله","2712"
"992","2727","Mazagran","مزغران","2706"
"993","2728","Ain-boudinar","عين بودينار","2711"
"994","2729","Tazgait","تزقايت","2712"
"995","2730","Safsaf","صفصاف","2719"
"996","2731","Touahria","الطواهرية","2722"
"997","2732","Hassiane","الحسيان (بني ياحي","2705"
"998","2801","M'sila","المسيلة","2801"
"999","2802","Maadid","المعاضيد","2804"
"1000","2803","Hammam dalaa","حمام الضلعة","2803"
"1001","2804","Ouled derradj","أولاد دراج","2804"
"1002","2805","Tarmount","تارمونت","2803"
"1003","2806","M'tarfa","المطارفة","2804"
"1004","2807","Khoubana","خبانة","2807"
"1005","2808","M'cif","مسيف","2807"
"1006","2809","Chellal","شلال","2809"
"1007","2810","Ouled madhi","أولاد ماضي","2809"
"1008","2811","Magra","مقرة","2811"
"1009","2812","Berhoum","برهوم","2811"
"1010","2813","Ain khadra","عين الخضراء","2811"
"1011","2814","Ouled addi guebala","أولاد عدي لقبالة","2804"
"1012","2815","Belaiba","بلعايبة","2811"
"1013","2816","Sidi aissa","سيدي عيسى","2816"
"1014","2817","Ain el hadjel","عين الحجل","2817"
"1015","2818","Sidi hadjeres","سيدي هجرس","2817"
"1016","2819","Ouanougha","ونوغة","2803"
"1017","2820","Bou saada","بوسعادة","2820"
"1018","2821","Ouled sidi brahim","أولاد سيدي ابراهيم","2821"
"1019","2822","Sidi ameur","سيدي عامر","2822"
"1020","2823","Tamsa","تامسة","2822"
"1021","2824","Ben srour","بن سرور","2824"
"1022","2825","Ouled slimane","أولاد سليمان","2824"
"1023","2826","El houamed","الحوامد","2807"
"1024","2827","El hamel","الهامل","2820"
"1025","2828","Ouled mansour","أولاد منصور","2803"
"1026","2829","Maarif","معاريف","2809"
"1027","2830","Dehahna","دهاهنة","2811"
"1028","2831","Bouti sayeh","بوطي السايح","2816"
"1029","2832","Khettouti sed-el-jir","خطوطي سد الجير","2809"
"1030","2833","Zarzour","زرزور","2824"
"1031","2834","Mohamed boudiaf","محمد بوضياف","2824"
"1032","2835","Benzouh","بن زوه","2821"
"1033","2836","Bir foda","بئر فضة","2841"
"1034","2837","Ain fares","عين فارس","2841"
"1035","2838","Sidi m'hamed","سيدي امحمد","2841"
"1036","2839","Menaa","مناعة","2842"
"1037","2840","Souamaa","السوامع","2804"
"1038","2841","Ain el melh","عين الملح","2841"
"1039","2842","Medjedel","امجدل","2842"
"1040","2843","Slim","سليم","2847"
"1041","2844","Ain rich","عين الريش","2841"
